214	0001-01	Power Supply Cable Through Guide - Prusa Lack Table Enclosure	*	*	*	*	214-0001-01 - Power Supply Cable Through Guide - Prusa Lack Table Enclosure
111	0001	SHCS .25-20 X 0.75 Alloy Steel	McMaster	91251A542	8.55	50	111-0001 - SHCS .25-20 X 0.75 Alloy Steel
