214	0021-01A	Base - Litho Alignment Jig	*	*	*	*	214-0021-01A Base - Litho Alignment Jig
214	0021-02A	Top Plate - Litho Alignment Jig	*	*	*	*	214-0021-02A Top Plate - Litho Alignment Jig
114	0001	Dowel .125 x .5 	McMaster	98381A471	11.04	100	114-0001 Dowel .125 x .5 
119	0009	Nema 23 Motor	*	*	*	*	119-0009 Nema 23 Motor
119	0010	"Shaft Coupler, Spider, 8mm to6.35mm"	Amazon	B07VYNVH46	8	2	"119-0010 Shaft Coupler, Spider, 8mm to 6.35mm"
210	0013-01A	Nema 23 Motor Standoff - Softjaw CNC Assy	*	*	*	*	210-0013-01A Nema 23 Motor Standoff - Softjaw CNC Assy
140	0003	BT30 Holder	*	*	*	*	140-0003 BT30 Holder
140	0004	BT30 ATC Clip	*	*	*	*	140-0004 BT30 ATC Clip
210	0014-01A	Top Plate - ATC Tool Rack	*	*	*	*	210-0014-01A Top Plate - ATC Tool Rack
210	0015-01A	Side Plate - ATC Tool Rack	*	*	*	*	210-0015-01A Side Plate - ATC Tool Rack
210	0016-01A	Bottom Plate - ATC Tool Rack	*	*	*	*	210-0016-01A Bottom Plate - ATC Tool Rack
214	0022-01A	"Vase, Fluid - From Printables"	*	*	*	*	"214-0022-01A Vase, Fluid - From Printables"
214	0023-01A	"Vase, twisted - From Printables"	*	*	*	*	"214-0023-01A Vase, twisted - From Printables"
454	0001-01A	HuckleBoard - 28Pins Tutorial	*	*	*	*	454-0001-01A HuckleBoard - 28Pins Tutorial
214	0024-01A	"Broom Handle Adapter, FR to US - .5BSPP to .75-5 ACME"	*	*	*	*	"214-0024-01A Broom Handle Adapter, FR to US - .5BSPP to .75-5 ACME"
214	0025-01A	Monstera Coaster	*	*	*	*	214-0025-01A Monstera Coaster
214	0026-01A	ER 20 Collet Holder	*	*	*	*	214-0026-01A ER 20 Collet Holder
214	0027-01A	ER 40 Collet Holder	*	*	*	*	214-0027-01A ER 40 Collet Holder
214	0028-01A	Collet Holder Mounting Plate	*	*	*	*	214-0028-01A Collet Holder Mounting Plate
310	0001-01A	"Schematic, Softjaw CNC"	*	*	*	*	"310-0001-01A Schematic, Softjaw CNC"
214	0029-01A	Pneumatic Box Input Plate - SoftJaw CNC	*	*	*	*	214-0029-01A Pneumatic Box Input Plate - SoftJaw CNC
452	0009-01A	Pneumatic Box Assy - SoftJaw CNC	*	*	*	*	452-0009-01A Pneumatic Box Assy - SoftJaw CNC
115	0018	"Enclosure 12x10x5, Aluminium "	HoffMan	Aluminium 	525	*	"115-0018 Enclosure 12x10x5, Aluminium "
214	0030-01A	Air Solenoid Valve Bracket	*	*	*	*	214-0030-01A Air Solenoid Valve Bracket
139	0006	Masso G3	*	*	*	*	139-0006 Masso G3
214	0031-01A	Recessed Screw Plate - Rake Clothes Hanger	*	*	*	*	214-0031-01A Recessed Screw Plate - Rake Clothes Hanger
119	0011	Masso 3NM Servo Motor - NEMA 23	*	*	*	*	119-0011 Masso 3NM Servo Motor - NEMA 23
119	0012	" Ø8mmx7.5 D Shaft Pulley - 16mm wide, 3mm pitch"	*	*	*	*	"119-0012 Ø8mmx7.5 D Shaft Pulley - 16mm wide, 3mm pitch"
119	0014	Masso Limit Switch	*	*	*	*	119-0014 Masso Limit Switch
119	0013	 Ø8mm Shaft Pulley Idler	*	*	*	*	119-0013 Ø8mm Shaft Pulley Idler
119	0015	1200mm 1605 LeadScrew Assy 	*	*	*	*	119-0015 1200mm 1605 LeadScrew Assy 
119	0016	500mm 1605 LeadScrew Assy 	*	*	*	*	119-0016 500mm 1605 LeadScrew Assy 
595	0001-01A	Wiring Diagram - SoftJaw CNC Rev E	*	*	*	*	595-0001-01A Wiring Diagram - SoftJaw CNC Rev E
451	0013-01A	Picture Frame 3x5	*	*	*	*	451-0013-01A Picture Frame 3x5
214	0032-01A	Electronics Enclosure - NAND Gate Light Strip Assy	*	*	*	*	214-0032-01A Electronics Enclosure - NAND Gate Light Strip Assy
452	0010-01A	NAND Gate Light Assy	*	*	*	*	452-0010-01A NAND Gate Light Assy
115	0019	Brass Insert 4-40 Short	*	*	*	*	115-0019 Brass Insert 4-40 Short
214	0033-01A	Tweezer Holder	*	*	*	*	214-0033-01A Tweezer Holder
